id,customer_id,product_id,shipper_id,quantity,discount,order_date,order_time,rating_review
37,23,460,28,1,24,2024-01-28,3:25:30,2
38,9,241,6,1,7,2024-01-30,3:22:30,3
39,3,2,6,2,15,2024-01-31,23:15:39,3
40,14,241,13,1,18,2024-02-12,16:29:48,4
41,22,23,27,1,5,2024-02-05,1:47:32,4
42,21,346,5,2,3,2024-02-20,11:44:56,
43,15,285,14,1,16,2024-02-26,20:51:42,1
44,24,322,30,1,16,2024-02-12,6:24:30,5
45,38,295,39,1,5,2024-01-10,12:38:20,
46,8,194,45,1,10,2024-01-25,21:51:40,2
47,41,324,7,2,13,2024-02-06,13:58:40,2
48,22,356,41,2,2,2024-01-13,15:46:45,2
49,32,323,32,2,12,2024-02-20,12:44:56,4
50,3,234,26,1,0,2024-02-13,18:17:27,
51,37,91,47,1,4,2024-01-07,13:39:39,2
52,39,190,4,1,0,2024-02-12,13:31:30,
53,22,446,40,3,19,2024-01-03,9:01:54,5
54,4,441,35,3,11,2024-02-16,21:36:49,
55,48,426,17,2,17,2024-02-22,22:54:20,2
56,30,31,48,3,8,2024-01-23,7:44:50,
57,15,109,25,2,22,2024-01-23,1:43:21,5
58,8,2,11,1,19,2024-01-31,3:14:50,4
59,5,152,7,2,10,2024-02-14,8:51:56,1
60,41,252,47,2,26,2024-02-13,10:36:18,3
61,15,468,43,1,26,2024-01-27,20:42:51,
62,15,12,31,2,0,2024-02-05,15:37:27,1
63,13,333,35,1,14,2024-01-22,7:21:14,4
64,25,132,10,2,0,2024-02-08,5:00:03,5
65,8,406,47,1,4,2024-02-28,17:23:38,1
66,40,402,34,3,4,2024-02-12,14:05:44,5
67,9,108,29,3,23,2024-01-17,17:32:46,5
68,17,105,32,2,16,2024-01-05,16:49:10,
69,8,192,32,1,3,2024-01-06,15:39:08,5
70,45,4,17,2,25,2024-02-08,15:43:01,4
71,24,200,16,2,25,2024-01-03,17:31:14,4
72,31,483,26,2,26,2024-02-25,1:23:13,1
73,24,138,17,3,17,2024-02-06,22:28:14,5
74,6,219,50,1,9,2024-01-24,4:30:04,1
75,9,407,42,3,28,2024-02-13,9:28:42,
76,11,61,9,1,22,2024-01-08,18:33:00,1
77,15,403,46,1,2,2024-02-24,21:53:11,4
78,28,453,28,1,9,2024-01-24,20:23:13,5
79,5,376,4,3,3,2024-01-30,6:32:43,2
80,27,44,35,2,24,2024-02-13,12:21:38,4
81,9,383,10,1,4,2024-01-29,4:23:19,3
82,27,476,39,1,29,2024-01-26,17:35:48,5
83,44,360,17,3,19,2024-02-04,5:22:00,5
84,33,361,48,3,28,2024-01-08,21:33:38,3
85,16,33,2,2,16,2024-02-24,0:06:20,5
86,9,158,37,2,29,2024-02-22,4:06:19,5
87,16,464,12,2,8,2024-02-17,13:35:33,3
88,10,324,22,3,13,2024-02-17,23:14:28,1
89,22,120,15,2,29,2024-01-17,3:10:26,4
90,38,114,49,1,7,2024-02-22,17:42:27,5
91,18,225,47,1,21,2024-01-10,8:35:14,1
92,44,128,45,3,10,2024-02-11,17:47:21,2
93,33,52,28,2,14,2024-01-30,8:55:45,1
94,15,371,30,2,4,2024-01-07,13:44:32,3
95,7,482,4,1,5,2024-01-02,4:09:16,1
96,28,93,26,3,13,2024-01-06,13:24:27,3
97,24,459,17,1,27,2024-01-26,12:30:37,
98,42,295,17,1,3,2024-02-23,12:14:17,4
99,15,482,29,3,0,2024-02-20,12:43:58,
100,49,284,13,1,19,2024-01-30,21:06:21,2
101,27,124,25,3,1,2024-02-22,9:21:44,
102,22,65,48,3,16,2024-01-17,21:02:49,1
103,23,143,2,1,5,2024-02-07,14:01:38,1
104,39,135,23,2,22,2024-02-17,20:29:38,2
105,8,67,1,2,5,2024-01-12,22:06:07,1
106,49,385,19,1,16,2024-01-28,21:05:12,2
107,18,241,40,3,23,2024-01-24,3:24:38,3
108,39,352,4,1,10,2024-01-12,22:42:36,3
109,13,376,21,3,8,2024-02-08,18:31:26,2
110,50,446,34,3,29,2024-02-21,18:01:39,2
111,4,254,18,3,25,2024-01-06,8:21:54,4
112,33,478,1,2,12,2024-02-12,7:36:58,
113,18,484,30,3,30,2024-01-07,20:31:41,
114,15,268,48,2,8,2024-02-12,23:31:31,2
115,50,361,20,1,23,2024-01-04,6:07:05,2
116,31,287,37,1,22,2024-02-10,8:30:14,3
117,18,209,1,2,10,2024-01-31,7:54:32,4
118,35,244,27,2,26,2024-01-11,19:19:52,5
119,30,241,36,3,4,2024-01-10,18:22:35,5
120,15,158,10,2,28,2024-02-14,13:33:20,2
121,45,341,17,3,11,2024-01-16,1:48:00,5
122,22,310,29,2,12,2024-02-23,16:43:41,
123,22,373,10,1,29,2024-01-13,22:42:54,
124,33,448,11,3,14,2024-01-21,16:32:28,
125,27,276,7,2,18,2024-01-31,15:00:16,
126,15,50,41,2,14,2024-02-13,7:48:26,4
127,35,297,4,2,21,2024-02-17,17:20:45,4
128,4,103,17,1,16,2024-02-24,11:16:16,5
129,9,415,40,3,7,2024-01-22,14:29:04,2
130,49,256,10,3,20,2024-01-24,13:36:04,4
131,38,96,39,2,0,2024-01-27,11:38:03,3
132,33,95,6,3,4,2024-01-17,19:56:26,3
133,38,378,38,1,15,2024-02-13,14:03:31,4
134,22,416,24,1,13,2024-02-14,22:56:56,4
135,15,207,47,3,25,2024-01-25,11:26:09,2
136,27,241,34,3,26,2024-01-07,8:51:22,4
137,14,252,2,2,17,2024-01-22,2:54:33,
138,40,97,18,2,11,2024-02-08,1:20:05,4
139,45,178,23,2,30,2024-02-23,1:37:35,4
140,38,348,35,1,21,2024-01-03,17:30:07,5
141,16,457,10,2,7,2024-01-09,8:28:14,3
142,5,73,13,2,23,2024-02-20,7:29:53,4
143,21,103,29,3,11,2024-02-17,14:41:20,2
144,8,146,1,3,18,2024-01-07,16:12:16,1
145,50,498,14,1,23,2024-02-20,2:19:54,3
146,8,4,42,1,9,2024-02-27,3:28:58,4
147,33,101,16,3,25,2024-02-18,15:38:39,5
148,21,96,36,1,7,2024-02-22,5:49:35,1
149,35,109,46,1,22,2024-01-22,3:09:04,3
150,18,166,3,3,15,2024-02-09,20:25:55,3
151,18,374,23,1,22,2024-02-16,1:25:54,4
152,28,476,4,1,12,2024-02-03,3:24:56,4
153,18,69,39,2,18,2024-02-06,19:27:57,4
154,35,476,17,2,11,2024-01-22,13:17:12,2
155,22,63,25,1,17,2024-02-22,11:19:53,2
156,22,153,44,1,11,2024-02-09,0:55:31,1
157,22,402,21,1,11,2024-02-13,6:38:40,5
158,8,476,11,2,18,2024-02-27,18:37:39,5
159,5,265,14,1,12,2024-01-07,1:34:16,2
160,24,389,31,2,26,2024-01-17,9:02:49,1
161,26,271,42,1,0,2024-01-31,4:25:03,5
162,38,69,37,2,27,2024-01-19,14:08:46,
163,40,223,2,2,1,2024-02-27,8:30:01,4
164,8,149,21,2,27,2024-02-14,13:19:34,
165,45,225,24,2,8,2024-01-03,2:09:37,4
166,42,443,39,3,13,2024-02-04,0:14:58,
167,8,296,34,2,16,2024-01-12,22:33:09,2
168,38,434,5,3,30,2024-02-13,6:04:34,4
169,46,407,20,1,17,2024-02-16,20:16:58,1
170,23,390,19,3,27,2024-01-23,9:03:40,
171,9,91,16,2,30,2024-01-24,18:24:44,
172,27,331,29,1,16,2024-02-26,18:52:39,
173,38,374,14,1,25,2024-02-06,5:30:24,5
174,36,207,10,1,28,2024-02-26,16:14:03,
175,22,75,12,3,2,2024-02-13,5:56:26,
176,18,202,23,1,5,2024-01-31,7:12:07,5
177,2,207,47,2,6,2024-01-09,13:25:17,1
178,38,229,15,3,19,2024-01-16,18:34:01,
179,8,277,42,3,8,2024-01-29,16:13:48,1
180,22,492,12,1,21,2024-02-11,17:16:29,
181,12,170,6,1,6,2024-01-02,15:26:55,2
182,41,377,47,1,4,2024-02-04,15:20:02,2
183,15,6,34,3,23,2024-02-08,23:23:13,2
184,15,186,10,1,0,2024-02-13,9:11:26,
185,15,409,37,3,5,2024-02-05,16:59:55,2
186,3,385,26,3,12,2024-02-17,2:42:08,1
187,18,397,39,2,4,2024-02-05,5:06:07,1
188,48,239,24,1,18,2024-02-27,11:39:04,3
189,14,320,29,1,16,2024-02-06,3:09:14,1
190,15,375,36,3,7,2024-02-08,23:11:47,2
191,18,41,3,2,18,2024-01-27,16:54:50,4
192,15,464,26,3,7,2024-02-28,10:11:32,5
193,27,322,21,2,15,2024-02-19,7:14:23,3
194,7,440,49,1,3,2024-02-26,22:36:33,
195,22,442,3,1,8,2024-01-30,4:54:15,3
196,5,54,29,1,27,2024-02-08,21:03:06,2
197,9,370,35,3,28,2024-02-24,13:47:33,2
198,38,185,26,1,27,2024-02-08,21:24:33,1
199,22,224,5,1,1,2024-01-23,18:08:58,5
200,9,487,17,1,1,2024-01-16,21:36:12,1
